chaps_id,birthdate,sireid,cowid,registration,elecid,regname,sex,breed,birthwt,calvingease,state
20369,3/26/2009,S6032,S6124,,982000128138326,,2,ARLOANAN,60,1,
4640,3/26/2009,7AN221,N3305,,982000128138371,,2,ANARHH,82,1,
4641,3/26/2009,UNKNAR,S6049,,,,2,ARANHHAN,76,1,
20370,3/26/2009,S6032,S6072,,,,2,ARLOHHAR,50,1,
20371,3/26/2009,UNKNAR,S6242,,,,3,ARLOANAN,56,1,
4642,3/27/2009,7SM42,N3054,,,,2,SMANHHAN,90,1,
4643,3/27/2009,7AN221,P4038,,,,3,ANANANHH,82,1,
20372,3/27/2009,7AN221,R5099,,982000025313706,,2,ANLOHH,72,1,
20373,3/27/2009,S6032,S6230,,982000128138383,,2,ARLOAN,72,1,
4644,3/27/2009,7SM42,R5037,,,,2,SMANARAN,80,1,
4645,3/27/2009,7SM42,R5018,,,,2,SMARHH,94,1,
4646,3/27/2009,7SM42,P4026,,,,2,SMANHHAN,82,1,
4647,3/27/2009,7SM42,K0318,,,,2,SMAN,84,1,
4648,3/27/2009,7SM42,R5015,,,,2,SMARAN,78,1,
4649,3/27/2009,7AN221,R5052,,982000128138273,,2,ANANHHAN,88,1,
4650,3/27/2009,7SM42,R5043,,982000025314138,,3,SMANANHH,90,1,
4651,3/27/2009,7SM42,P4013,,,,2,SMANANAR,92,1,
4652,3/27/2009,7SM42,N3411,,,,2,SMHH,70,1,
4653,3/28/2009,UNKNLO,T7049,,982000025313777,,2,LOSMAR,82,1,
4654,3/28/2009,UNKNLO,T7161,,982000025313446,,2,LOSMHHAN,92,1,
20374,3/28/2009,S6032,S6250,,,,3,ARLOANHH,76,1,
4655,3/28/2009,UNKNAR,S6071,,,,3,ARAN,82,1,
4656,3/28/2009,7AN221,R5001,,,,3,ANARHH,92,1,
4657,3/28/2009,7SM42,K0315,,,,2,SMAN,90,1,
4658,3/28/2009,7AN221,N3123,,982000025313943,,3,ANANANHH,84,1,
4659,3/28/2009,UNKNSH,P4034,,,,2,SHANANHH,90,1,
4660,3/28/2009,7AN221,K0042,,982000128138349,,2,ANAR,86,1,
4661,3/28/2009,7SM42,L1088,,,,2,SMANHHSM,72,1,
4662,3/28/2009,7SM42,L1088,,,,2,SMANHHSM,80,1,
4663,3/29/2009,7AN221,P4120,,,,3,ANANANHH,96,1,
4664,3/29/2009,7SM42,R5034,,982000025313724,,3,SMANAR,102,1,
4665,3/29/2009,UNKNSH,P4029,,,,2,SHANHHAN,90,1,
4666,3/30/2009,UNKNLO,T7110,,982000025313857,,3,LOSMHH,78,1,
4667,3/30/2009,UNKNLO,T7094,,982000025314153,,2,LOSMAN,68,1,
4668,3/30/2009,UNKNAR,S6086,,,,3,ARANAR,104,1,
4669,3/30/2009,7AN221,N3151,,,,3,AN,90,1,
4670,3/30/2009,7AN221,N3129,,,,3,AN,88,1,
4671,3/30/2009,7SM42,R5134,,,,3,SMHHAN,86,1,
20375,3/31/2009,UNKNAR,S6198,,,,3,ARLOANAN,82,1,
20376,3/31/2009,S6032,S6208,,,,3,ARLOANAR,80,1,
20377,3/31/2009,S6032,S6273,,982000025314176,,2,ARLOANAN,64,1,
4672,3/31/2009,7AN221,L1165,,,,2,ANANGVMX,80,1,
4673,3/31/2009,UNKNSH,K0152,,982000025314158,,3,SHAR,104,1,
4674,3/31/2009,UNKNSH,K0171,,,,2,SHAN,112,1,
4675,3/31/2009,UNKNSH,P4096,,,,2,SHAN,92,1,
4676,3/31/2009,UNKNSH,L1175,,982000025313780,,3,SHANANMX,120,1,
4677,3/31/2009,UNKNSH,L1067,,,,2,SHAN,108,1,
4678,3/31/2009,7SM42,K0335,,,,2,SMANHH,90,1,
4679,3/31/2009,UNKNSH,M2108,,,,2,SHANHH,100,1,
4680,3/31/2009,7SM42,K0303,,,,2,SMAN,88,1,
4681,3/31/2009,UNKNAR,S6085,,,,2,ARANHHAN,76,1,
20378,4/1/2009,S6032,S6135,,,,3,ARLOANHH,82,1,
4682,4/1/2009,UNKNAR,S6069,,,,2,ARANHHAN,80,1,
4683,4/1/2009,7AN221,N3272,,982000128138377,,2,ANARHPAN,80,1,
20379,4/1/2009,7AN221,P4082,,982000128138516,,2,ANLOANGV,82,1,
20380,4/1/2009,S6032,S6197,,,,3,ARLOANHH,92,1,
20381,4/1/2009,7AN221,P4191,,,,3,ANLOHHAN,90,1,
4684,4/1/2009,P329,P4042,,982000128138483,,2,ARAN,108,1,
4685,4/1/2009,7SM42,K0353,,982000025313925,,3,SMANHH,110,1,
4686,4/1/2009,UNKNSH,L1103,,982000025313521,,3,SHANANHH,106,1,
4687,4/1/2009,UNKNSH,M2080,,982000025313770,,3,SHHHAN,92,1,
4688,4/1/2009,7SM42,N3010,,,,3,SMANANAN,90,1,
4689,4/1/2009,UNKNSH,H8032,,982000025313414,,3,SHAN,82,1,
4690,4/1/2009,UNKNSH,R5096,,,,2,SHANHPAN,104,1,
4691,4/1/2009,7SM42,L1296,,,,2,SMARAN,88,1,
4692,4/1/2009,UNKNSH,P4130,,,,2,SHANHH,106,1,
4693,4/1/2009,7SM42,N3429,,982000025314151,,3,SMHH,106,1,
4694,4/2/2009,7AN221,R5112,,,,3,ANANANHH,92,1,
4695,4/2/2009,UNKNAR,S6011,,982000128138355,,2,ARAN,94,1,
4696,4/2/2009,UNKNAR,S6037,,982000128138468,,2,ARANARMX,72,1,
4697,4/2/2009,UNKNAR,S6046,,,,3,ARANHHAN,78,1,
4698,4/2/2009,UNKNAR,S6018,,,,3,ARANARHP,78,1,
4699,4/2/2009,7AN221,R5257,,,,3,ANANAR,97,1,
4700,4/2/2009,7SM42,R5029,,,,3,SMARAN,82,1,
4701,4/2/2009,7SM42,M2094,,982000025314038,,3,SMHHAN,98,1,
4702,4/2/2009,UNKNSH,P4011,,,,2,SHAN,88,1,
4703,4/2/2009,UNKNSH,J9002,,982000025313715,,3,SHAN,90,1,
4704,4/2/2009,7SM42,P4106,,982000025313912,,3,SMANANHH,94,1,
4705,4/2/2009,7SM42,K0305,,982000025313721,,3,SMAN,88,1,
20382,4/3/2009,S6032,S6164,,982000025313798,,2,ARLOANHH,74,1,
4706,4/3/2009,UNKNAR,S6021,,982000025313618,,2,ARANHHAN,78,1,
4707,4/3/2009,7SM42,P4153,,982000025313979,,3,SMANHH,102,1,
4708,4/3/2009,7SM42,G7120,,,,2,SMAN,100,1,
4709,4/3/2009,UNKNSH,L1152,,982000025313831,,3,SHARHPAN,118,1,
4710,4/3/2009,7SM42,R5041,,,,2,SMAN,78,1,
4711,4/4/2009,UNKNLO,T7092,,982000025314139,,3,LOARANAN,91,1,
4712,4/4/2009,UNKNAR,S6057,,982000128138384,,2,ARANHHAN,96,1,
4713,4/4/2009,UNKNAR,S6091,,,,2,ARANHHAN,86,1,
20383,4/4/2009,UNKNAR,S6094,,982000025313627,,2,ARLOANAN,64,1,
20384,4/4/2009,S6032,S6259,,,,3,ARLOAN,60,3,
4714,4/4/2009,UNKNAR,S6097,,,,3,ARANHHAN,88,1,
4715,4/4/2009,UNKNSH,L1185,,982000025313866,,3,SHARAN,94,1,
4716,4/4/2009,UNKNSH,M2092,,982000025313744,,3,SHAN,104,1,
4717,4/4/2009,UNKNSH,P4021,,,,2,SHANHHAN,88,1,
4718,4/4/2009,7SM42,N3434,,982000025313749,,3,SMHH,96,1,
4719,4/4/2009,UNKNSH,R5006,,,,3,SHARHH,90,1,
4720,4/5/2009,UNKNAR,S6102,,982000128138338,,2,ARANHPAN,72,1,
4721,4/5/2009,UNKNSH,N3055,,982000025314075,,3,SHANANAN,116,1,
4722,4/5/2009,7SM42,K0055,,,,2,SMAN,96,1,
4723,4/5/2009,UNKNSH,L1201,,982000025314073,,3,SHARAN,96,1,
4724,4/6/2009,UNKNLO,T7127,,982000025314160,,2,LOSMHHAN,82,1,
4725,4/6/2009,P329,R5104,,982000025314117,,3,ARAN,108,1,
4726,4/6/2009,UNKNSH,R5031,,982000025313750,,3,SHANHHAN,110,1,
4727,4/6/2009,UNKNSH,R5027,,,,3,SHANHHAN,100,1,
4728,4/6/2009,UNKNSH,P4088,,,,2,SHAN,80,1,
4729,4/6/2009,UNKNSH,H8012,,982000025313956,,3,SHAN,100,1,
4730,4/7/2009,UNKNSH,P4127,,,,2,SHANHP,92,1,
4731,4/7/2009,UNKNSH,K0043,,982000025313877,,3,SHANMX,102,1,
4732,4/7/2009,UNKNAR,S6152,,982000128138290,,2,ARARHH,78,1,
20385,4/7/2009,S6032,S6266,,,,3,ARLOANAN,90,1,
4733,4/7/2009,UNKNAR,S6247,,,,2,ARARAN,62,1,
4734,4/7/2009,7AN221,M2236,,,,3,ANHHAN,88,1,
4735,4/7/2009,UNKNSH,N3028,,,,2,SHANHHGV,90,1,
4736,4/7/2009,S64,L1399,,,,2,HHHHAN,100,1,
4737,4/7/2009,P329,H8203,,982000025313712,,3,AR,118,1,
4738,4/8/2009,UNKNSH,M2162,,,,2,SHAN,92,1,
4739,4/8/2009,S13,K0319,,982000128138508,,2,ARANHH,92,1,
20386,4/8/2009,S6042,R5282,,,,2,ARLOANHH,68,1,
20387,4/9/2009,UNKNAR,S6163,,982000128138469,,2,ARLOANAN,76,1,
20388,4/9/2009,UNKNAR,S6183,,982000128138494,,2,ARLOANHH,72,1,
20389,4/9/2009,S6042,R5281,,,,3,ARLOHHHH,60,1,
4740,4/9/2009,P329,R5115,,982000128138316,,2,ARANARMX,80,1,
4741,4/9/2009,UNKNSH,P4129,,982000025314155,,3,SHANHH,102,1,
4742,4/9/2009,7SM42,L1210,,982000025314177,,3,SMHHAN,100,1,
4743,4/9/2009,UNKNSH,P4032,,982000025314119,,3,SHANAR,104,1,
4744,4/9/2009,UNKNSH,L1264,,,,3,SHHHANHH,96,2,
4745,3/31/2009,UNKNAR,S6070,,,,3,ARANHHAN,60,1,
20390,4/10/2009,S6032,S6115,,,,3,ARLOAN,72,1,
4746,4/10/2009,UNKNSH,L1147,,,,2,SHANANHH,94,1,
4747,4/10/2009,UNKNSH,K0309,,,,2,SHAN,88,1,
4748,4/11/2009,UNKNLO,T7132,,982000025313632,,3,LOSMHHAN,86,1,
4749,4/11/2009,UNKNAR,S6006,,,,3,ARANANHH,106,1,
4750,4/11/2009,UNKNAR,S6141,,982000128138330,,2,ARARANAN,96,1,
4751,4/11/2009,UNKNAR,S6065,,,,3,ARAN,89,1,
4752,4/11/2009,S13,N3184,,982000128138292,,2,ARAN,74,1,
4753,4/12/2009,UNKNSH,R5010,,982000025314156,,3,SHARAN,88,1,
4754,4/12/2009,UNKNSH,K0122,,982000025313728,,3,SHAN,106,1,
20391,4/13/2009,S48,P4098,,,,2,ARLOANAN,74,1,
20392,4/13/2009,S6032,S6121,,,,3,ARLOAN,50,1,
4755,4/13/2009,UNKNSH,H8070,,,,2,SHAN,88,1,
4756,4/13/2009,P329,P4010,,982000025313723,,3,ARANHHAN,116,1,
4757,4/14/2009,UNKNAR,S6103,,,,3,ARARHH,84,1,
4758,4/14/2009,S6042,P4081,,,,2,ARARANAN,72,1,
4759,4/14/2009,UNKNSH,K0158,,982000025314162,,3,SHAR,104,1,
20393,4/15/2009,S6153,P4132,,,,3,ARLOANAR,76,1,
20394,4/15/2009,UNKNAR,S6093,,982000128138391,,2,ARLOLOHH,82,1,
4760,4/16/2009,S48,N3089,,982000128138354,,2,ARANANAN,78,1,
20395,4/16/2009,S6032,S6040,,982000025313610,,2,ARLOANHH,72,1,
4761,4/16/2009,UNKNSH,L1156,,,,2,SHANANHH,90,1,
4762,4/16/2009,UNKNSH,P4002,,,,2,SHANANAN,84,1,
4763,4/16/2009,UNKNSH,K0219,,982000025314012,,3,SHAR,104,1,
4764,4/17/2009,UNKNAR,S6026,,,,3,ARANARAN,62,1,
4765,4/17/2009,UNKNSH,R5049,,,,2,SHANARAN,92,1,
4766,4/17/2009,UNKNSH,P4067,,,,2,SHANAR,102,1,
20396,4/18/2009,S48,R5167,,982000025313768,,2,ARLOANHH,90,1,
4767,4/18/2009,S59,R5013,,982000025314165,,3,ARARAN,106,1,
4768,4/18/2009,UNKNSH,L1308,,982000025313459,,3,SHARAN,112,1,
20397,4/19/2009,S6032,S6122,,,,3,ARLOARHH,90,1,
4769,4/19/2009,UNKNAR,S6136,,,,2,ARARAN,100,1,
4770,4/20/2009,S48,K0025,,982000025313858,,3,AR,86,1,
4771,4/20/2009,UNKNAR,S6206,,,,2,ARARHH,94,1,
4772,4/20/2009,UNKNSH,P4116,,,,2,SHANHH,110,1,
4773,4/20/2009,UNKNSH,P4005,,982000025314190,,3,SHANANHH,110,1,
4774,4/20/2009,UNKNSH,M2099,,982000025314078,,3,SHAN,100,1,
4775,4/20/2009,S59,L1221,,982000025313563,,2,ARHHARSM,72,1,
20398,4/21/2009,S48,N3326,,,,3,ARANARHH,82,1,
4776,4/21/2009,S48,P4060,,982000025314077,,3,ARAN,94,1,
4777,4/22/2009,S30,R5110,,,,3,ARHHAN,110,1,
4778,4/22/2009,S64,L1139,,982000025314034,,3,HHANGVMX,114,1,
4779,4/24/2009,S9,M2009,,982000025313687,,3,HHANHH,102,1,
20399,4/25/2009,S6032,S6165,,,,3,ARLOANHH,62,1,
4780,4/25/2009,UNKNAR,S6131,,,,3,ARARANHH,92,1,
4781,4/26/2009,UNKNSH,P4003,,,,2,SHAN,116,1,
4782,4/26/2009,S30,P4123,,,,2,ARANANHH,102,1,
4783,4/27/2009,S9,L1396,,982000025313474,,3,HHANHH,108,1,
20400,4/28/2009,UNKNAR,S6244,,,,3,ARLOANAN,64,1,
4784,4/29/2009,UNKNAR,S6087,,,,2,ARANANHH,80,1,
4785,4/30/2009,UNKNAR,S6107,,,,3,ARARHH,72,1,
4786,4/2/2009,UNKNAR,S6088,,,,3,ARANANHH,74,1,
4787,5/2/2009,UNKNSH,P4069,,,,3,SHANANHH,102,1,
4788,5/3/2009,UNKNAR,S6129,,982000128138275,,2,ARANHHAN,58,1,
20401,5/7/2009,S48,P4099,,982000025313502,,2,ARLOAN,71,1,
4789,5/5/2009,UNKNSH,M2023,,982000025313534,,3,SHAN,112,1,
4790,5/11/2009,P329,S6038,,982000025313578,,3,ARANHHAN,110,1,
4791,5/11/2009,UNKNSH,R5024,,,,2,SHARARMX,116,1,
4792,5/11/2009,UNKNSH,M2183,,982000025314016,,3,SHAN,94,1,
4793,5/13/2009,UNKNAR,S6154,,,,3,ARARANHH,80,1,
4794,5/15/2009,S6158,R5074,,,,3,ARANANAN,78,1,
4795,5/17/2009,UNKNSH,L1124,,,,2,SHAN,105,1,
4796,5/22/2009,S6153,R5026,,,,3,ARARANHH,100,1,
20402,5/18/2009,UNKN,S6185,,,,0,LOANANAN,0,1,
4797,2/22/2010,7AN278,U8390,,999000000013001,,2,ANGV,50,1,
4798,2/22/2010,7AN278,U8390,,999000000013002,,2,ANGV,70,1,
20403,2/23/2010,UNKNAR,U8105,,999000000013003,,2,ARLOAN,72,1,
4799,2/23/2010,7AN278,U8076,,982000128138548,,1,ANARANHH,69,1,
4800,2/25/2010,7AN278,U8048,,982000128138603,,3,ANARANAN,79,1,
4801,2/25/2010,7AN278,U8186,,999000000013006,,2,ANARHHAN,72,1,
4802,2/27/2010,7AN278,U8123,,999000000013007,,2,ANARHHAN,74,1,
4803,2/28/2010,7AN278,U8072,,982000128138526,,3,ANARANHP,70,1,
20404,2/28/2010,UNKNAR,U8080,,982000128139018,,3,ARLOAN,67,1,
4804,3/1/2010,7AN278,U8388,,999000000013010,,2,ANGV,79,1,
20405,3/1/2010,UNKNAR,U8057,,982000128138643,,3,ARARLOHH,79,1,
20406,3/1/2010,UNKNAR,U8039,,999000000013012,,2,ARLOARAN,66,1,
4805,3/1/2010,7AN278,U8297,,982000128138663,,3,ANARAN,80,1,
4806,3/1/2010,7AN278,U8251,,982000128138730,,3,ANARARAR,78,1,
4807,3/1/2010,7AN278,U8293,,999000000013015,,2,ANARANHH,80,1,
20407,3/1/2010,UNKNAR,U8044,,999000000013016,,2,ARARLOAN,72,1,
4808,3/3/2010,7AN278,U8174,,999000000013017,,2,ANARHHAN,65,1,
4809,3/3/2010,7AN278,U8151,,982000128138635,,3,ANARANAN,86,1,
20408,3/3/2010,UNKNAR,U8012,,999000000013019,,2,ARLOARHH,74,1,
20409,3/3/2010,UNKNAR,U8008,,982000128138909,,3,ARLOLOAN,75,1,
4810,3/4/2010,7AN278,U8380,,982000128138677,,1,ANGV,87,1,
4811,3/4/2010,7AN278,U8206,,982000128138558,,3,ANARARHH,80,1,
20410,3/4/2010,UNKNAR,U8116,,982000128138957,,3,ARLOANHH,80,1,
4812,3/4/2010,7AN278,U8387,,999000000013024,,2,ANGV,96,1,
20411,3/5/2010,UNKNAR,U8190,,982000128138675,,1,ARLOHHAR,75,5,
20412,3/5/2010,UNKNAR,U8242,,999000000013026,,2,ARARLOAN,62,1,
4813,3/5/2010,7AN278,U8215,,999000000013027,,2,ANARHHAN,80,2,
4814,3/5/2010,7AN278,U8232,,982000128138750,,3,ANAR,80,1,
20413,3/5/2010,UNKNAR,U8020,,999000000013029,,2,ARARLOAN,59,1,
20414,3/5/2010,UNKNAR,U8045,,999000000013030,,2,ARARLOAN,55,1,
4815,3/6/2010,7AN278,U8125,,982000128138529,,3,ANARANAN,84,1,
20415,3/7/2010,UNKNAR,U8302,,999000000013032,,2,ARLOANAN,55,1,
20416,3/7/2010,UNKNAR,U8235,,982000128138532,,1,ARLOAN,76,1,
20417,3/8/2010,UNKNAR,U8200,,999000000013034,,2,ARARLOAN,86,1,
4816,3/8/2010,UNKNAR,U8268,,,,2,ARARLOAN,50,1,
20418,3/8/2010,UNKNAR,U8268,,,,2,ARARLOAN,50,1,
20419,3/10/2010,UNKNAR,R5282,,999000000013036,,2,ARLOANHH,78,1,
4817,3/11/2010,UNKNAR,U8378,,999000000013037,,2,ARGV,74,1,
4818,3/11/2010,UNKNAR,N3089,,999000000013038,,2,ARLOANAN,78,1,
20420,3/11/2010,V108,S6248,,999000000013039,,2,ARLOANHH,86,1,
20421,3/12/2010,UNKNAR,U8019,,982000128138742,,3,ARLOANAN,80,1,
20422,3/12/2010,UNKNAR,U8082,,999000000013041,,1,ARLOANHH,62,1,
20423,3/13/2010,UNKNAR,U8004,,982000128138826,,3,ARLOANAR,56,1,
4819,3/13/2010,UNKNAR,U8381,,999000000013043,,2,ARGV,78,1,
20424,3/13/2010,V529,P4108,,999000000013044,,2,ARLOANHH,84,1,
20425,3/13/2010,UNKNAR,U8257,,982000128138634,,3,ARLOANHP,70,5,
4820,3/14/2010,UNKNAR,U8377,,999000000013046,,2,ARGV,74,1,
20426,3/14/2010,V108,N3326,,982000128138738,,1,ARLOANAR,74,1,
20427,3/14/2010,UNKNAR,S6250,,999000000013048,,2,ARLOANHH,72,1,
20428,3/14/2010,UNKNAR,S6198,,999000000013049,,2,ARLOANAN,66,1,
4821,3/14/2010,UNKNAR,R5001,,999000000013050,,2,ARARHH,76,1,
4822,3/15/2010,UNKNAR,S6057,,999000000013051,,2,ARANHHAN,69,1,
20429,3/15/2010,UNKNAR,P4132,,999000000013052,,2,ARLOANAR,65,1,
20430,3/15/2010,UNKNAR,U8149,,982000128138709,,3,ARLOANAN,68,1,
20431,3/15/2010,UNKNAR,U8001,,999000000013054,,2,ARLOLOAN,50,1,
4823,3/16/2010,UNKNAR,U8376,,999000000013055,,2,ARGV,87,1,
20432,3/16/2010,UNKNAR,S6163,,999000000013056,,2,ARLOANAN,72,1,
4824,3/17/2010,UNKNAR,N3010,,,,3,ARANANAN,105,1,
4825,3/17/2010,V532,R5029,,982000128138568,,3,ARARAN,94,1,
20433,3/18/2010,UNKNAR,U8285,,999000000013059,,2,ARLOANHH,70,1,
20434,3/18/2010,UNKNAR,P4082,,982000128138843,,3,ARLOANGV,70,1,
20435,3/18/2010,UNKNAR,S6040,,999000000013061,,1,ARLOANHH,86,1,
20436,3/18/2010,UNKNAR,S6124,,982000128138539,,1,ARLOANAN,74,1,
4826,3/18/2010,U8504,R5043,,949000000015999,,2,SHANANHH,86,1,
4827,3/19/2010,UNKNAR,S6011,,,,3,ARAN,64,1,
4828,3/19/2010,UNKNAR,P4123,,999000000013065,,2,ARANANHH,100,1,
4829,3/19/2010,UNKNAR,N3054,,982000128139144,,3,ARANHHAN,74,1,
4830,3/19/2010,UNKNAR,S6103,,982000128138678,,3,ARARHH,78,1,
4831,3/19/2010,UNKNAR,U8389,,999000000013068,,2,ARGV,70,1,
20437,3/19/2010,V532,N3087,,982000128138881,,1,ARLOAN,68,1,
20438,3/19/2010,UNKNAR,S6115,,999000000013070,,2,ARLOAN,66,1,
20439,3/19/2010,UNKNAR,S6196,,999000000013071,,2,ARLOAN,58,1,
20440,3/20/2010,V108,S6259,,999000000013072,,2,ARLOAN,75,1,
20441,3/20/2010,UNKNAR,U8042,,982000128138622,,3,ARLOARHH,90,3,
4832,3/20/2010,UNKNLO,U8279,,982000128138701,,3,LOHHAN,86,1,
4833,3/20/2010,UNKNLO,U8259,,982000128138610,,3,LOARAN,72,1,
4834,3/21/2010,UNKNAR,U8385,,999000000013076,,3,ARGV,74,1,
20442,3/21/2010,V108,S6183,,982000128138760,,1,ARLOANHH,90,1,
4835,3/21/2010,UNKNLO,U8212,,999000000013078,,3,LOARANHH,78,1,
4836,3/22/2010,UNKNLO,P4056,,982000128138524,,3,LOANANGV,102,1,
4837,3/22/2010,UNKNAR,S6018,,982000128138543,,3,ARANARHP,90,1,
4838,3/22/2010,V529,N3272,,999000000013081,,2,ARLOARHP,98,1,
4839,3/23/2010,U8502,M2023,,982000128138707,,3,SHAN,108,1,
4840,3/23/2010,V532,S6097,,999000000013083,,2,ARANHHAN,92,1,
4841,3/22/2010,UNKNAR,U8379,,999000000013084,,2,ARGV,74,1,
20443,3/23/2010,V108,N3099,,999000000013085,,2,ARLOARHH,80,1,
4842,3/24/2010,V529,S6152,,982000128138473,,3,ARARHH,90,1,
4843,3/24/2010,UNKNLO,S6026,,999000000013087,,2,LOANARAN,68,1,
4844,3/24/2010,UNKN,R5018,,999000000013088,,2,ARHH,112,1,
4845,3/24/2010,UNKNLO,U8218,,999000000013089,,2,LOARANAN,82,1,
4846,3/25/2010,UNKNAR,N3305,,982000128138729,,3,ARLOARHH,81,1,
20444,3/25/2010,UNKNLO,S6072,,982000128138533,,3,LOLOHHAR,62,1,
4847,3/25/2010,U8504,S6038,,949000000250158,,2,SHANHHAN,100,1,
4848,3/25/2010,UNKNAR,M2236,,982000128138590,,3,ARHHAN,104,1,
4849,3/25/2010,V532,S6086,,982000128138531,,3,ARANAR,114,1,
20445,3/26/2010,V108,S6242,,999000000013095,,2,ARLOANAN,78,1,
4850,3/26/2010,UNKNAR,S6141,,982000128138681,,3,ARARANAN,112,1,
20446,3/26/2010,UNKNAR,U8043,,982000128138653,,3,ARLOARAN,70,1,
4851,3/26/2010,UNKNAR,U8386,,999000000013098,,2,ARGV,84,1,
4852,3/27/2010,UNKN,P4040,,982000128138916,,3,ANARMX,104,1,
20447,3/27/2010,V108,S6096,,982000128138659,,1,ARLOLOAN,76,1,
4853,3/27/2010,UNKNAR,T7066,,999000000013101,,2,ARARANHH,52,1,
4854,3/27/2010,UNKNAR,T7066,,982000128138708,,3,ARARANHH,68,1,
4855,3/27/2010,U8505,K0158,,999000000013103,,2,SHAR,68,1,
4856,3/27/2010,U8505,K0158,,999000000013104,,2,SHAR,64,1,
4857,3/27/2010,U8502,R5034,,982000128138562,,3,SHANAR,84,1,
4858,3/27/2010,U8502,P4060,,999000000013106,,2,SHAN,70,1,
4859,3/27/2010,U8502,P4060,,982000128138475,,3,SHAN,78,1,
4860,3/27/2010,UNKNAR,R5001,,982000128138704,,3,ARARHH,82,1,
4861,3/27/2010,UNKN,K0335,,949000000007576,,3,ANHH,0,1,
4862,3/27/2010,V532,S6049,,982000128139013,,3,ARANHHAN,108,1,
4863,3/27/2010,UNKNAR,P4116,,999000000013111,,2,ARANHH,62,1,
20448,3/27/2010,UNKNAR,U8081,,982000128138735,,3,ARLOANHH,82,1,
20449,3/28/2010,V108,S6122,,982000128138660,,1,ARLOARHH,85,1,
4864,3/28/2010,U8504,K0219,,982000128138545,,3,SHAR,92,1,
4865,3/28/2010,UNKNAR,P4003,,982000128138771,,3,ARAN,106,1,
4866,3/28/2010,UNKNAR,P4120,,982000128138614,,3,ARANANHH,92,1,
4867,3/28/2010,UNKNAR,U8382,,999000000013117,,2,ARGV,95,1,
4868,3/29/2010,U8507,P4032,,982000128138674,,3,SHANAR,96,1,
4869,3/29/2010,U8503,J9002,,999000000013119,,2,SHAN,82,1,
4870,3/29/2010,UNKNAR,K0028,,982000128138523,,3,ARAR,88,1,
4871,3/29/2010,UNKNLO,P4029,,949000000130430,,2,LOANHHAN,90,1,
4872,3/29/2010,UNKN,P4034,,999000000013122,,2,ANANHH,94,1,
20450,3/29/2010,V108,R5167,,982000128138598,,3,ARLOANHH,80,1,
20451,3/29/2010,V108,S6164,,982000128138627,,3,ARLOANHH,85,1,
20452,3/30/2010,V108,S6184,,999000000013125,,2,ARLOANHH,82,1,
20453,3/30/2010,V529,S6273,,982000128138525,,1,ARLOANAN,86,1,
4873,3/30/2010,UNKNAR,R5049,,982000128138726,,3,ARANARAN,106,1,
20454,3/31/2010,UNKNAR,U8313,,999000000013128,,2,ARARLOAN,44,1,
20455,3/31/2010,V108,S6244,,999000000013129,,2,ARLOANAN,68,1,
4874,3/31/2010,V532,S6037,,999000000013130,,2,ARANARMX,86,1,
4875,3/31/2010,UNKN,K0171,,982000128138749,,3,AN,110,1,
4876,4/1/2010,UNKNAR,N3343,,982000128138284,,1,ARLOARAN,85,1,
4877,4/1/2010,U8507,N3434,,982000128138602,,3,SHANHH,105,1,
4878,4/1/2010,U8502,L1152,,999000000013134,,2,SHARHPAN,100,1,
4879,4/1/2010,U8506,P4129,,999000000013135,,2,SHANHH,75,1,
4880,4/1/2010,U8506,P4129,,982000128138932,,3,SHANHH,75,1,
4881,4/1/2010,U8507,L1396,,949000000008773,,2,SHANHH,124,1,
4882,4/1/2010,UNKNLO,R5041,,999000000013138,,2,LOAN,105,1,
4883,4/2/2010,U8505,P4005,,999000000013139,,2,SHANANHH,80,1,
4884,4/2/2010,U8505,K0043,,982000128138401,,3,SHANMX,100,1,
4885,4/2/2010,UNKN,P4021,,999000000013141,,2,ANHHAN,103,1,
4886,4/2/2010,UNKN,P4026,,999000000013142,,2,ANHHANHH,100,1,
4887,4/2/2010,UNKN,L1296,,982000128138404,,3,ARAN,104,1,
20456,4/2/2010,UNKNAR,U8278,,999000000013144,,2,ARARLOAN,86,1,
20457,4/3/2010,V529,S6093,,999000000013145,,2,ARLOLOHH,80,1,
20458,4/3/2010,V108,S6165,,999000000013146,,2,ARLOANHH,70,1,
4888,4/3/2010,V108,R5026,,999000000013147,,2,ARARANHH,100,1,
4889,4/3/2010,U8503,K0305,,999000000013148,,2,SHAN,100,1,
4890,4/4/2010,U8503,R5031,,999000000013149,,2,SHANHHAN,105,1,
4891,4/4/2010,U8506,M2009,,999000000013150,,3,SHANHH,105,1,
4892,4/4/2010,U8502,L1201,,949000000246981,,2,SHARAN,85,1,
4893,4/4/2010,UNKNLO,N3151,,982000128138408,,3,LOAN,85,1,
4894,4/4/2010,UNKN,L1147,,982000128138700,,3,ANANHH,125,1,
4895,4/4/2010,UNKN,P4127,,982000128138739,,3,ANHP,85,1,
20459,4/4/2010,UNKNAR,U8163,,982000128138721,,1,ARARLOLO,72,1,
4896,4/5/2010,UNKNAR,T7293,,999000000013156,,2,ARARANAN,66,1,
20460,4/5/2010,UNKNAR,R5281,,982000128138628,,3,ARLOHHHH,47,1,
4897,4/5/2010,U8505,P4106,,982000128138584,,3,SHANANHH,94,1,
